0,7.729270062,6.92801839,6.633787989,6.041397127,6.950963167,8.684820947,5.134577299,8.508229901,3.480208306,10.52749744,5.40233165,4.190078757,8.314333283,5.875021948,4.139498234,10.69865104,5.643727647,10.59286371,6.450627749,8.098800196,10.72696688,4.571502413,9.734555196,5.313624258,7.710023016,3.096149562,4.508281518,7.087658908,10.50674397,10.94924645,5.435067722,8.377585826,5.27743293,4.556844367,7.192522646,7.894295784,6.582948477,7.50961191,8.201726791,3.309877776,6.940058998,5.772594893,5.272103422,9.867376895,3.943725206,4.226890333,4.049039154,3.479620299,8.298524696,6.257494493,3.681978069,4.944347227,6.280927931,6.798537299,3.92489848,5.283470749,2.623721443,2.233605433,6.754442813,7.57955369,7.838439759,5.390439165
0,5.397587396,8.324105108,5.005596131,7.991302365,8.627841763,4.734897728,6.699195343,5.888904796,3.401602849,6.935608458,7.816102365,4.816971733,6.638344291,5.62275513,4.290468827,4.335564419,7.17822987,7.949528014,7.951309913,5.432375521,5.134747504,4.310787218,7.882692522,7.909636604,5.492235465,4.870809926,3.273297062,4.925419388,6.991929795,9.42582005,5.31544075,4.606680574,5.640936439,6.354474874,5.600800278,5.182813949,6.628561448,4.846090087,8.132925051,3.218684484,8.439671842,5.330697444,5.214830086,7.4964452,5.265670196,3.418018724,5.562001871,3.942459031,4.684746402,6.848741498,4.592124476,6.456209659,8.732092632,5.408871895,4.613381521,6.621573721,2.948671501,8.759757085,4.254975998,6.026481352,2.986769559,5.999562706
1,5.264620275,8.838520539,4.420073532,9.772504442,8.983732405,4.74762943,3.973466577,6.135856195,3.144440069,7.27363095,6.006100039,4.398204974,6.41452199,6.969020225,3.810163936,4.054880178,6.377188124,7.822750626,8.767668422,5.571054139,6.911831898,4.768638367,7.307380232,4.793448964,5.141625188,2.986266261,4.627377838,4.222507572,7.422753248,9.533322338,6.17908972,4.85039482,7.1858542,6.451712171,6.702685738,4.535683703,7.070495141,4.838138332,9.224876153,3.246761913,7.74544723,5.011893314,6.564865038,7.098979354,3.79332644,5.386393506,5.415266198,3.603329618,4.445520119,7.617497337,5.694712765,4.370325151,6.610814135,6.67733009,5.4437245,7.321818155,2.96711142,3.124621702,5.283698234,5.963463454,2.918988123,5.877557655
1,6.277481357,8.45777988,4.186907281,8.586402789,7.700402944,4.764041136,4.962359096,6.298397883,5.708357518,6.20210048,7.75365953,5.044405801,6.298800165,6.028465833,4.336526829,4.124709851,8.39404755,8.777188058,7.190501628,5.573206213,5.825454921,7.123638007,8.106250508,6.37011479,5.000682032,3.349335942,5.275198541,6.147840747,7.652777961,9.536114109,4.324038093,5.176039812,6.99636301,5.686437743,7.098288388,4.636601198,6.734984672,2.959915797,8.16922899,3.755485689,6.629711583,4.54420683,5.448929948,6.861952162,8.522761452,4.398116755,3.161855037,4.112827942,4.112698854,7.839330883,5.553538611,6.87446567,7.458347053,4.770951939,4.368889341,6.696688669,2.617790419,5.197786255,7.143733315,5.921535039,2.890192775,5.051818666
1,5.880489804,8.235209543,4.555126675,7.850447337,9.140407405,5.159757506,4.215272086,6.819100966,3.125775698,7.960019641,7.194937308,4.304212758,6.415829335,6.95107383,3.853960672,4.72921654,7.352437268,9.058820465,8.965321228,6.021479461,4.658144337,4.755028447,7.096944513,6.105051182,4.723612023,3.60160644,6.404730364,5.182043541,8.193665502,9.600645588,6.595658692,5.411415821,7.010037661,6.592332298,8.041797175,4.457378673,7.70127649,2.982359073,9.574767614,2.852997722,8.132725238,4.739983912,7.126075963,8.199411992,5.009280028,3.539388212,7.540874535,3.191221835,4.53809319,8.412073688,5.151346867,6.065789855,6.714896298,6.060803702,5.091389922,8.378900307,2.496617621,2.348676406,5.458666933,5.970199622,3.378744474,4.500216017
1,5.056319723,8.595724288,3.883757761,7.361275928,8.425089611,5.164497982,5.057006027,6.491622734,4.03172238,7.144733139,7.441603439,6.361966121,6.689336309,6.221100439,3.813038248,3.83505514,7.244141436,8.717954108,8.006700802,5.158014989,4.510412565,8.943228605,7.440389385,6.828800858,4.828170831,2.960891612,4.870341072,4.660028784,8.176320218,9.304899499,6.267084002,5.02256058,7.127412875,7.26126113,7.461638347,5.307171332,6.333751073,2.984979132,8.862050166,5.141329134,7.553562404,4.361758935,5.811250808,7.358290816,8.855207085,5.594539885,5.348625944,3.860293676,4.160452888,7.686521102,5.978330174,5.916520691,7.727745084,5.668673685,4.786858792,7.933161079,2.844187193,5.113232547,5.946310128,6.401625262,4.289185451,6.45568336
0,7.915383292,7.465571398,6.341580983,6.397613176,8.33950454,7.619248759,4.645531595,8.200854389,3.288141278,9.430885877,5.843852453,4.233799093,8.963738608,6.369734451,3.694617448,6.835532504,6.080556399,10.38766681,6.582554578,7.035165335,9.971475579,4.073620583,9.084993038,4.738466673,7.128898976,3.502626546,4.985841786,8.283448582,10.05577663,10.66134306,5.371087488,8.158082297,6.1454728,3.584142317,6.434556004,6.673177543,6.836371552,7.525141993,8.983364491,3.254021391,6.897091482,5.516026627,5.523965273,10.58154852,4.051733728,4.808455431,5.195979033,3.654098829,7.548903485,7.836179814,3.446940451,5.05553403,5.807515152,6.332545385,4.399737781,6.032309456,2.719638954,2.4635615,6.525601467,8.313844957,6.404289074,6.435256117
0,6.335286555,7.419050796,5.031949646,8.840163125,8.272091397,5.90267483,4.711016309,6.352951215,3.239442825,8.019525525,7.858160532,4.354889092,6.694660125,6.199765561,3.952735455,3.92001815,7.206227402,8.737577355,8.414074,6.15422441,7.726212013,5.999053118,7.717796494,6.751160404,5.721552552,3.210069321,5.135523631,5.981548554,7.819747231,9.614540527,5.44165475,5.460618698,6.831417835,4.914836983,6.221320032,4.863004092,6.925275341,5.724550778,8.840561578,3.508762819,8.337861989,5.68184666,6.055816285,7.961976797,7.369911674,3.592162079,3.325885485,4.189211976,5.42657315,7.843541497,4.223860822,4.866880405,8.484405422,6.158118703,4.527097384,8.09812326,2.823640751,4.941071681,5.281029278,6.03668563,4.201219665,4.783117374
0,5.747882969,6.42108704,5.130615987,6.380633299,7.238230556,7.090799871,4.534640759,7.401982735,3.527315254,9.053566315,8.612095267,6.258467271,7.916611915,5.39809405,4.13345272,3.890964717,7.102419967,9.8202052,6.267276954,5.872941203,7.463427606,9.939719567,8.781806318,7.189674039,6.065155935,3.140008445,4.402714325,5.904334162,9.977662277,9.490549381,4.863603017,6.976903029,5.371832972,4.648012325,6.690332218,6.125815157,6.309204479,3.557616388,8.162823666,5.071760175,6.540056728,4.699494209,5.404060293,9.847695854,9.154993015,3.997651481,3.950340196,5.201626086,6.443789724,7.071199437,4.051717572,6.585201183,6.912265704,5.547703273,5.990528112,6.466191886,3.234823774,3.915883425,6.261494329,7.887463917,4.125536603,5.259563447
1,5.551139776,7.266512549,3.961170521,8.266354647,8.57148311,5.368933962,4.734075781,6.471957455,3.25098364,7.727680924,9.989592775,4.904878107,6.464397696,6.411674595,4.315570358,3.929228241,7.499162908,8.6679976,5.920175687,5.456450773,6.125191424,9.35958743,7.364038799,7.934923231,4.853209238,2.966970034,6.078847743,5.116803095,8.436916267,9.352018542,4.926391532,4.937510421,5.986678605,6.055102736,7.642898997,5.173605815,6.672296704,3.177569492,8.755285494,5.203852648,6.14516699,3.825251475,6.021090102,7.894567568,9.715602924,4.176950879,5.753361553,4.98594152,4.496010129,8.125109437,4.730428123,6.370410522,7.19271187,6.430992199,5.343875876,7.422105531,3.466873687,3.336487464,6.263133542,6.257325959,3.313683714,4.303957655
1,4.902518317,8.281056846,3.971079023,9.415493406,8.974535148,4.838213535,3.912469749,6.716365973,3.092146092,7.183743874,6.29702794,4.300608277,6.314503971,7.336342181,3.701410551,3.737758097,6.678647424,8.556039678,8.427802064,4.753322135,3.648426818,4.650362318,6.89587726,5.377798694,4.756706124,2.867795731,6.897203142,4.231683087,8.305351136,9.321605522,5.712014959,5.237206582,7.845267832,6.259861312,7.980812231,5.028516086,7.581875965,2.826650276,9.462117836,2.819510176,7.640756766,3.420892629,7.425315957,7.599925807,3.655674806,4.2161662,7.647397148,3.699485539,4.145915206,8.336066693,5.098258012,4.779192594,6.146178411,7.084010826,4.693346894,8.572635278,2.45046045,2.279334909,5.623784182,6.199520094,2.806413896,5.152562722
1,5.597623956,7.104024637,4.282005321,9.203486792,9.126429242,5.378152021,6.414889971,6.690130292,3.428955595,7.862996713,6.766522448,4.171294205,6.630825556,6.0388455,3.65880375,3.83086145,7.614571827,8.954919895,8.493525212,4.933191593,5.541303006,4.873708178,7.540630207,4.92439092,5.107608474,4.890009379,7.26264487,5.470469398,8.045778093,9.623362038,6.029394886,5.321462716,6.439061308,7.083548949,7.254422848,4.6657687,6.851759111,3.492402315,8.500461284,2.860361333,8.694048035,3.743763302,5.355726361,7.622804195,4.580274618,3.841342286,6.265433194,3.434208965,4.335268337,8.312143804,6.077343345,5.111257266,7.396072012,6.192787224,4.142334832,6.267293762,2.666534337,5.406846017,4.525254372,6.076716922,3.547965857,6.054040562
0,6.296120329,7.989587066,4.801802613,8.349979852,8.058547928,6.645192303,4.159029156,6.821745664,3.104960197,8.230853424,6.376797337,4.712599034,7.507636114,6.362309235,3.544482005,5.012856686,6.976476455,9.046448897,7.966569404,5.003931119,7.114734284,5.367102807,7.950293696,4.333877141,5.293614062,2.890060565,5.047525477,7.316527656,8.713623353,9.557656438,5.756120825,7.229006597,7.382415641,5.06321298,7.64394642,5.825132343,7.432136678,4.048799801,8.688894212,3.224077008,7.786296489,3.629080007,6.513069868,9.612184112,4.318546236,3.610945695,5.924983795,3.355471647,6.477610307,7.977041496,3.921673903,4.868577659,7.170856012,5.515874702,4.480197551,7.713296712,2.351267853,2.703155813,5.410689116,7.016873286,3.872937558,7.126845546
1,6.380836557,7.617432311,4.647454976,8.929989822,8.597237199,5.251985524,4.777940165,6.867511369,3.812148555,7.831518712,7.823238503,4.710077373,6.725037331,6.689774013,4.360394256,4.00385952,6.71523031,9.125145232,7.821996814,6.200341024,6.486504115,7.544727939,7.508806683,7.901698105,5.646791836,3.546866744,5.214556065,6.143999479,8.526727132,9.621003047,5.76950156,5.231409397,5.922642214,5.929220576,7.346815403,5.256966284,5.783713066,3.469112139,9.057890453,4.433900261,8.045039462,4.621112413,5.413341698,7.912683194,8.038464571,3.657179174,7.7313778,5.41496611,4.617880442,7.868253794,4.956513433,6.278773495,7.895865273,7.005436916,5.005042415,7.530097664,3.065652142,3.605564698,5.645485237,6.19348045,3.577050759,6.430059279
0,5.670566522,7.649756601,4.394344176,8.402510864,8.343348073,5.664755433,3.827943475,6.762404945,3.638603514,7.57809932,8.891963717,4.946945212,6.968054658,6.197850218,4.110967121,4.295960626,6.803280171,9.438964083,7.712648008,5.616707895,6.099443657,7.009520772,7.709958941,7.604897241,5.135079379,3.383527883,5.800410984,5.7509076,8.533382778,9.690638322,5.3861854,5.92774312,5.849980936,4.776114483,8.983898719,5.172312159,7.212184535,4.813598971,8.878186348,3.720966467,7.339541453,4.580509652,5.381855725,9.234128012,6.329101291,4.20701267,5.244435399,4.519823796,5.714634504,7.861171365,3.809365958,6.762489446,6.902429941,6.383919239,4.504081821,7.701362432,2.429293727,4.190253474,5.4286631,6.728993046,3.779636634,3.727288887
